Region,Fire Trucks,Firefighting Personnel,Year,Month,Day of the Week,Severity
3,1.0,3.0,2,6,2,1
3,1.0,3.0,2,6,6,2
3,1.0,2.0,2,6,1,0
3,1.0,3.0,2,7,4,1
3,1.0,3.0,2,7,3,2
3,1.0,3.0,2,7,3,1
3,1.0,2.0,2,8,1,1
3,2.0,10.0,2,8,1,2
3,1.0,3.0,2,8,5,1
3,1.0,3.0,2,8,0,1
3,1.0,3.0,2,8,6,2
3,1.0,3.0,2,9,5,1
3,2.0,4.0,2,1,6,1
3,1.0,2.0,2,1,6,1
3,3.0,10.0,2,5,4,2
3,1.0,5.0,2,8,4,1
3,4.0,17.0,2,9,6,2
3,1.0,3.0,2,10,0,0
3,1.0,3.0,2,1,3,1
3,1.0,2.0,2,1,4,1
3,1.0,3.0,2,1,5,1
3,1.0,3.0,2,1,2,1
3,1.0,3.0,2,1,4,1
3,1.0,3.0,2,1,5,1
3,2.0,5.0,2,2,0,1
3,1.0,3.0,2,2,0,1
3,1.0,3.0,2,3,2,1
3,0.0,0.0,2,3,2,1
3,1.0,4.0,2,3,1,1
3,1.0,3.0,2,4,3,1
3,1.0,3.0,2,4,5,0
3,3.0,10.0,2,4,3,2
3,1.0,2.0,2,4,6,0
3,1.0,3.0,2,4,6,1
3,1.0,3.0,2,5,4,0
3,1.0,2.0,2,6,1,0
3,1.0,2.0,2,7,1,1
3,5.0,13.0,2,7,3,2
3,2.0,4.0,2,7,5,0
3,0.0,0.0,2,7,3,1
3,2.0,5.0,2,8,0,2
3,7.0,33.0,2,8,2,2
3,3.0,8.0,2,8,6,2
3,2.0,5.0,2,8,3,0
3,1.0,3.0,2,8,2,1
3,1.0,3.0,2,8,2,0
3,4.0,9.0,2,9,3,2
3,18.0,181.0,2,9,6,2
3,1.0,3.0,2,9,0,0
3,2.0,6.0,2,11,6,1
3,1.0,3.0,2,12,0,1
3,1.0,2.0,2,1,1,0
3,2.0,5.0,2,1,1,1
3,1.0,2.0,2,3,0,1
3,1.0,2.0,2,4,5,1
3,1.0,2.0,2,4,0,1
3,1.0,3.0,2,4,4,1
3,1.0,2.0,2,4,4,1
3,1.0,2.0,2,4,4,1
3,1.0,2.0,2,4,4,1
3,1.0,3.0,2,4,6,1
3,3.0,6.0,2,4,1,2
3,1.0,2.0,2,4,2,1
3,2.0,4.0,2,5,5,1
3,1.0,2.0,2,5,4,1
3,1.0,2.0,2,6,2,2
3,1.0,2.0,2,6,3,2
3,3.0,5.0,2,6,3,2
3,1.0,2.0,2,6,3,1
3,1.0,2.0,2,6,4,2
3,1.0,3.0,2,6,5,2
3,1.0,2.0,2,6,5,0
3,2.0,4.0,2,6,4,2
3,1.0,2.0,2,6,5,1
3,1.0,2.0,2,6,5,2
3,1.0,2.0,2,6,5,2
3,1.0,2.0,2,6,6,2
3,1.0,2.0,2,6,1,2
3,2.0,4.0,2,6,5,1
3,2.0,4.0,2,6,5,2
3,1.0,2.0,2,6,3,1
3,2.0,4.0,2,6,4,2
3,1.0,2.0,2,7,3,1
3,1.0,2.0,2,7,0,1
3,1.0,2.0,2,7,1,2
3,1.0,2.0,2,7,1,2
3,1.0,2.0,2,7,2,2
3,1.0,2.0,2,7,3,1
3,2.0,6.0,2,7,4,1
3,1.0,2.0,2,7,4,1
3,1.0,2.0,2,7,5,1
3,1.0,2.0,2,7,5,2
3,1.0,2.0,2,7,5,1
3,1.0,2.0,2,7,6,2
3,1.0,2.0,2,7,6,1
3,2.0,4.0,2,7,6,1
3,1.0,2.0,2,7,6,2
3,1.0,2.0,2,7,2,2
3,1.0,2.0,2,7,2,1
3,0.0,0.0,2,7,2,0
3,1.0,2.0,2,7,3,2
3,1.0,2.0,2,7,4,2
3,1.0,2.0,2,7,4,1
3,1.0,2.0,2,7,5,1
3,1.0,2.0,2,7,5,1
3,1.0,2.0,2,7,6,2
3,1.0,2.0,2,7,6,2
3,1.0,2.0,2,7,0,1
3,1.0,2.0,2,7,0,2
3,1.0,2.0,2,7,1,1
3,1.0,2.0,2,8,0,1
3,1.0,2.0,2,8,1,2
3,1.0,2.0,2,8,1,1
3,5.0,12.0,2,8,2,2
3,3.0,5.0,2,8,1,2
3,1.0,2.0,2,8,1,1
3,1.0,2.0,2,8,4,2
3,1.0,2.0,2,8,0,0
3,1.0,2.0,2,8,3,1
3,1.0,2.0,2,9,1,2
3,2.0,4.0,2,9,2,1
3,1.0,2.0,2,9,5,2
3,1.0,2.0,2,9,5,0
3,1.0,2.0,2,9,5,1
3,1.0,2.0,2,9,5,1
3,1.0,2.0,2,9,6,1
3,1.0,2.0,2,9,6,1
3,1.0,2.0,2,9,6,2
3,1.0,2.0,2,9,0,1
3,1.0,2.0,2,9,0,1
3,2.0,4.0,2,9,1,1
3,3.0,25.0,2,9,1,2
3,1.0,2.0,2,9,1,2
3,2.0,4.0,2,9,6,0
3,1.0,2.0,2,9,6,1
3,1.0,2.0,2,10,2,2
3,1.0,2.0,2,10,2,2
3,1.0,2.0,2,11,4,1
3,1.0,2.0,2,5,0,2
3,1.0,2.0,2,6,1,1
3,1.0,2.0,2,6,2,1
3,4.0,8.0,2,6,3,2
3,1.0,2.0,2,6,5,1
3,1.0,2.0,2,6,4,2
3,1.0,2.0,2,6,4,2
3,1.0,2.0,2,6,5,1
3,1.0,2.0,2,6,5,2
3,4.0,8.0,2,6,0,2
3,1.0,2.0,2,6,0,2
3,3.0,6.0,2,6,2,2
3,1.0,2.0,2,6,5,1
3,1.0,2.0,2,6,5,2
3,1.0,2.0,2,7,4,1
3,1.0,2.0,2,7,0,2
3,1.0,2.0,2,7,1,2
3,1.0,2.0,2,7,5,2
3,1.0,2.0,2,7,6,2
3,1.0,2.0,2,7,1,2
3,1.0,2.0,2,7,2,2
3,1.0,2.0,2,7,2,2
3,1.0,2.0,2,7,3,2
3,1.0,2.0,2,7,5,2
3,1.0,2.0,2,7,5,1
3,2.0,4.0,2,7,1,2
3,3.0,6.0,2,7,1,2
3,1.0,2.0,2,7,1,2
3,1.0,2.0,2,8,5,1
3,1.0,2.0,2,8,0,2
3,1.0,2.0,2,8,1,2
3,1.0,2.0,2,8,3,2
3,1.0,2.0,2,8,5,1
3,1.0,2.0,2,8,0,2
3,1.0,2.0,2,8,4,2
3,1.0,2.0,2,8,0,2
3,1.0,2.0,2,8,2,1
3,1.0,2.0,2,8,3,2
3,1.0,2.0,2,8,0,2
3,1.0,2.0,2,8,1,1
3,1.0,2.0,2,8,3,1
3,1.0,2.0,2,8,3,2
3,1.0,2.0,2,8,4,2
3,1.0,2.0,2,8,6,2
3,2.0,4.0,2,8,6,2
3,3.0,6.0,2,8,0,2
3,1.0,2.0,2,9,2,2
3,1.0,2.0,2,9,2,2
3,1.0,2.0,2,9,4,1
3,1.0,2.0,2,9,4,2
3,1.0,2.0,2,9,5,2
3,1.0,2.0,2,9,6,2
3,1.0,2.0,2,9,1,2
3,1.0,2.0,2,9,3,2
3,1.0,2.0,2,9,5,2
3,1.0,2.0,2,10,2,2
3,1.0,2.0,2,11,0,0
3,1.0,2.0,2,11,5,1
3,2.0,2.0,2,11,5,1
3,1.0,3.0,2,1,2,0
3,1.0,3.0,2,1,6,1
3,1.0,3.0,2,1,6,1
3,1.0,2.0,2,3,1,1
3,1.0,2.0,2,3,2,0
3,1.0,2.0,2,3,4,0
3,1.0,2.0,2,4,0,0
3,1.0,3.0,2,5,5,1
3,1.0,2.0,2,5,4,1
3,0.0,0.0,2,5,5,0
3,1.0,3.0,2,7,4,1
3,1.0,3.0,2,7,2,0
3,2.0,4.0,2,7,6,0
3,1.0,2.0,2,7,2,0
3,0.0,6.0,2,8,0,0
3,2.0,5.0,2,8,3,0
3,1.0,2.0,2,9,4,2
3,1.0,2.0,2,9,0,0
3,1.0,2.0,2,9,5,1
3,1.0,3.0,2,11,2,0
3,1.0,3.0,2,11,5,0
3,1.0,3.0,2,11,5,2
3,3.0,10.0,2,11,6,2
3,1.0,3.0,2,12,4,0
3,1.0,2.0,2,5,1,2
3,1.0,2.0,2,6,1,2
3,1.0,2.0,2,6,3,1
3,1.0,2.0,2,6,2,1
3,4.0,18.0,2,6,0,2
3,1.0,2.0,2,6,1,2
3,1.0,2.0,2,6,1,2
3,1.0,2.0,2,6,4,2
3,1.0,2.0,2,6,1,1
3,1.0,2.0,2,6,4,2
3,1.0,2.0,2,6,1,2
3,1.0,2.0,2,6,1,2
3,1.0,2.0,2,7,6,2
3,1.0,2.0,2,7,2,2
3,1.0,2.0,2,7,3,2
3,1.0,2.0,2,7,4,2
3,2.0,4.0,2,7,4,2
3,2.0,4.0,2,7,4,2
3,1.0,2.0,2,7,6,2
3,1.0,2.0,2,8,6,1
3,1.0,2.0,2,8,2,2
3,1.0,2.0,2,8,4,2
3,1.0,2.0,2,8,6,2
3,1.0,2.0,2,8,0,2
3,1.0,2.0,2,8,0,2
3,1.0,2.0,2,8,1,2
3,1.0,2.0,2,8,5,2
3,1.0,2.0,2,8,5,2
3,1.0,2.0,2,8,0,2
3,1.0,2.0,2,8,0,2
3,1.0,2.0,2,9,2,2
3,1.0,2.0,2,9,2,1
3,1.0,2.0,2,9,2,1
3,1.0,2.0,2,9,3,2
3,1.0,2.0,2,9,5,2
3,1.0,2.0,2,9,6,1
3,1.0,2.0,2,9,1,2
3,1.0,2.0,2,9,1,2
3,2.0,2.0,2,9,5,2
3,1.0,2.0,2,9,3,2
3,1.0,2.0,2,9,6,2
4,1.0,3.0,2,1,5,0
4,2.0,4.0,2,1,6,0
4,1.0,3.0,2,1,1,1
4,2.0,5.0,2,1,2,0
4,1.0,3.0,2,1,3,0
4,1.0,3.0,2,1,3,0
4,2.0,4.0,2,1,2,1
4,3.0,7.0,2,1,2,1
4,1.0,3.0,2,1,5,0
4,2.0,4.0,2,1,1,0
4,2.0,5.0,2,1,2,0
4,1.0,3.0,2,1,3,0
4,1.0,3.0,2,1,3,0
4,2.0,7.0,2,1,3,1
4,1.0,2.0,2,2,6,0
4,1.0,3.0,2,2,2,0
4,1.0,3.0,2,2,3,0
4,1.0,3.0,2,2,3,0
4,2.0,4.0,2,2,3,1
4,1.0,3.0,2,2,5,0
4,1.0,0.0,2,3,6,0
4,1.0,3.0,2,3,4,0
4,2.0,6.0,2,3,5,0
4,2.0,6.0,2,3,5,1
4,2.0,6.0,2,3,1,1
4,1.0,3.0,2,4,5,0
4,1.0,2.0,2,4,6,0
4,1.0,3.0,2,4,0,0
4,3.0,8.0,2,4,0,1
4,2.0,5.0,2,4,3,1
4,4.0,6.0,2,5,1,0
4,2.0,6.0,2,5,3,0
4,2.0,3.0,2,6,0,0
4,10.0,37.0,2,6,3,1
4,1.0,2.0,2,6,6,0
4,1.0,2.0,2,7,0,0
4,3.0,6.0,2,7,2,0
4,3.0,6.0,2,7,1,0
4,2.0,4.0,2,7,3,0
4,5.0,9.0,2,7,4,1
4,0.0,0.0,2,7,5,0
4,1.0,2.0,2,7,0,0
4,1.0,2.0,2,7,2,0
4,2.0,2.0,2,8,1,0
4,3.0,5.0,2,9,1,0
4,1.0,2.0,2,9,1,1
4,2.0,4.0,2,9,1,0
4,1.0,2.0,2,10,5,1
4,1.0,2.0,2,11,6,0
4,1.0,3.0,2,11,2,0
4,2.0,6.0,2,11,2,1
4,3.0,3.0,2,11,4,0
4,1.0,3.0,2,11,1,0
4,2.0,2.0,2,11,2,0
4,5.0,12.0,2,11,4,0
4,1.0,3.0,2,12,5,0
4,1.0,3.0,2,12,3,0
4,2.0,2.0,2,1,3,0
4,1.0,3.0,2,1,5,0
4,1.0,2.0,2,1,5,1
4,1.0,2.0,2,1,6,0
4,1.0,2.0,2,1,6,0
4,1.0,3.0,2,1,2,0
4,1.0,3.0,2,1,2,0
4,1.0,3.0,2,1,5,0
4,1.0,3.0,2,1,1,0
4,2.0,4.0,2,1,3,1
4,1.0,2.0,2,2,3,0
4,1.0,2.0,2,2,5,1
4,2.0,4.0,2,2,6,1
4,2.0,6.0,2,2,0,1
4,1.0,2.0,2,2,1,0
4,1.0,2.0,2,2,2,0
4,1.0,2.0,2,2,2,1
4,2.0,4.0,2,2,2,0
4,0.0,0.0,2,2,4,0
4,1.0,3.0,2,2,4,0
4,1.0,3.0,2,2,5,0
4,1.0,3.0,2,2,5,0
4,1.0,3.0,2,3,0,0
4,1.0,2.0,2,3,1,1
4,2.0,5.0,2,3,5,0
4,2.0,5.0,2,3,5,0
4,3.0,7.0,2,3,3,0
4,1.0,3.0,2,4,4,0
4,1.0,3.0,2,4,4,0
4,2.0,5.0,2,4,4,0
4,1.0,2.0,2,4,6,0
4,1.0,2.0,2,4,1,0
4,2.0,4.0,2,4,1,0
4,1.0,2.0,2,4,6,0
4,1.0,3.0,2,4,0,1
4,2.0,4.0,2,4,2,0
4,1.0,3.0,2,4,5,0
4,1.0,2.0,2,4,3,1
4,4.0,7.0,2,5,0,0
4,1.0,3.0,2,5,2,0
4,2.0,4.0,2,5,3,1
4,1.0,2.0,2,5,3,0
4,2.0,4.0,2,5,0,1
4,3.0,6.0,2,5,1,1
4,2.0,2.0,2,5,2,0
4,1.0,2.0,2,5,3,0
4,2.0,6.0,2,5,0,0
4,1.0,2.0,2,5,6,0
4,1.0,3.0,2,5,3,0
4,1.0,3.0,2,5,5,0
4,3.0,6.0,2,6,1,1
4,1.0,2.0,2,6,1,0
4,1.0,3.0,2,6,1,0
4,1.0,3.0,2,6,3,0
4,1.0,2.0,2,6,3,1
4,1.0,2.0,2,6,4,0
4,2.0,4.0,2,6,5,0
4,1.0,3.0,2,6,0,0
4,0.0,2.0,2,6,6,0
4,1.0,2.0,2,6,0,0
4,1.0,2.0,2,6,2,0
4,1.0,2.0,2,6,3,1
4,1.0,2.0,2,6,2,0
4,2.0,4.0,2,6,5,0
4,1.0,5.0,2,6,5,0
4,1.0,2.0,2,7,3,1
4,2.0,4.0,2,7,5,0
4,5.0,10.0,2,7,6,0
4,1.0,2.0,2,7,6,0
4,2.0,4.0,2,7,0,0
4,1.0,2.0,2,7,3,0
4,2.0,4.0,2,7,5,0
4,5.0,10.0,2,7,2,1
4,4.0,8.0,2,7,2,0
4,1.0,2.0,2,7,4,1
4,2.0,4.0,2,7,4,0
4,2.0,5.0,2,7,4,0
4,1.0,2.0,2,7,4,0
4,2.0,2.0,2,7,4,1
4,3.0,8.0,2,7,1,0
4,4.0,14.0,2,8,5,2
4,2.0,4.0,2,8,6,1
4,1.0,2.0,2,8,1,0
4,3.0,8.0,2,8,1,1
4,3.0,10.0,2,8,3,0
4,3.0,6.0,2,8,5,0
4,4.0,9.0,2,8,5,1
4,3.0,6.0,2,8,0,1
4,2.0,4.0,2,8,0,1
4,1.0,2.0,2,8,1,0
4,2.0,2.0,2,8,1,0
4,0.0,0.0,2,8,5,0
4,2.0,4.0,2,8,0,0
4,0.0,7.0,2,8,1,0
4,2.0,5.0,2,8,5,0
4,1.0,3.0,2,8,6,0
4,2.0,4.0,2,8,6,0
4,0.0,0.0,2,8,2,0
4,12.0,35.0,2,8,3,2
4,1.0,3.0,2,8,5,0
4,2.0,5.0,2,8,5,0
4,1.0,2.0,2,8,5,0
4,30.0,114.0,2,8,0,2
4,1.0,3.0,2,8,0,0
4,2.0,7.0,2,8,0,2
4,3.0,7.0,2,8,0,2
4,1.0,2.0,2,9,3,0
4,1.0,2.0,2,9,4,1
4,1.0,2.0,2,9,5,1
4,2.0,4.0,2,9,6,1
4,2.0,4.0,2,9,2,0
4,4.0,15.0,2,9,1,1
4,1.0,2.0,2,9,1,0
4,2.0,4.0,2,9,3,0
4,2.0,4.0,2,10,3,0
4,2.0,4.0,2,10,4,1
4,1.0,3.0,2,10,4,0
4,1.0,3.0,2,10,5,0
4,1.0,2.0,2,10,3,0
4,1.0,2.0,2,10,6,1
4,1.0,3.0,2,10,0,0
4,2.0,4.0,2,10,3,1
4,1.0,2.0,2,10,5,0
4,2.0,6.0,2,11,2,0
4,1.0,2.0,2,11,4,0
4,1.0,3.0,2,11,5,0
4,1.0,3.0,2,11,6,0
4,1.0,3.0,2,11,3,1
4,2.0,5.0,2,12,1,1
4,1.0,2.0,2,12,1,1
4,4.0,8.0,2,12,2,0
4,4.0,8.0,2,12,3,1
4,1.0,2.0,2,12,4,0
4,1.0,2.0,2,12,4,1
4,1.0,2.0,2,12,6,0
4,1.0,3.0,2,12,0,0
4,1.0,2.0,2,12,6,1
4,1.0,2.0,2,12,2,0
4,1.0,2.0,2,12,2,1
4,1.0,2.0,2,1,3,1
4,2.0,5.0,2,1,5,1
4,2.0,6.0,2,1,0,1
4,2.0,5.0,2,1,1,1
4,2.0,7.0,2,1,1,2
4,1.0,3.0,2,1,1,1
4,1.0,3.0,2,1,2,1
4,1.0,2.0,2,1,3,0
4,1.0,3.0,2,1,3,1
4,2.0,4.0,2,1,3,1
4,2.0,4.0,2,2,2,1
4,3.0,6.0,2,2,2,2
4,1.0,2.0,2,2,4,1
4,1.0,4.0,2,3,1,0
4,1.0,3.0,2,3,5,1
4,1.0,3.0,2,4,4,0
4,1.0,3.0,2,4,5,1
4,2.0,4.0,2,4,4,2
4,3.0,6.0,2,4,5,1
4,2.0,4.0,2,4,5,0
4,2.0,4.0,2,4,5,1
4,3.0,8.0,2,4,3,1
4,2.0,5.0,2,5,1,1
4,2.0,4.0,2,5,6,1
4,3.0,7.0,2,5,0,2
4,1.0,2.0,2,5,0,0
4,2.0,6.0,2,6,6,1
4,2.0,4.0,2,6,4,1
4,3.0,6.0,2,6,6,2
4,2.0,2.0,2,6,0,1
4,2.0,6.0,2,6,3,0
4,1.0,2.0,2,6,3,0
4,1.0,2.0,2,6,4,1
4,2.0,4.0,2,6,6,2
4,1.0,2.0,2,6,1,0
4,6.0,17.0,2,6,3,2
4,5.0,11.0,2,6,5,2
4,1.0,2.0,2,6,1,1
4,3.0,8.0,2,7,4,1
4,0.0,2.0,2,7,1,1
4,2.0,4.0,2,7,1,0
4,1.0,2.0,2,7,2,1
4,3.0,6.0,2,7,4,1
4,2.0,4.0,2,7,5,1
4,4.0,8.0,2,7,5,1
4,2.0,4.0,2,7,6,0
4,4.0,6.0,2,7,0,2
4,3.0,6.0,2,7,0,1
4,0.0,0.0,2,7,1,2
4,3.0,6.0,2,7,1,2
4,4.0,11.0,2,7,1,2
4,3.0,8.0,2,7,3,1
4,1.0,2.0,2,7,4,1
4,1.0,2.0,2,7,5,0
4,1.0,2.0,2,7,1,1
4,3.0,6.0,2,7,1,1
4,1.0,2.0,2,7,2,0
4,3.0,18.0,2,8,6,2
4,2.0,4.0,2,8,2,1
4,2.0,4.0,2,8,4,1
4,2.0,6.0,2,8,1,2
4,1.0,2.0,2,8,1,1
4,15.0,45.0,2,8,2,2
4,2.0,4.0,2,8,0,2
4,4.0,4.0,2,8,1,1
4,1.0,2.0,2,8,2,1
4,1.0,2.0,2,8,2,0
4,1.0,2.0,2,8,2,0
4,15.0,50.0,2,8,4,2
4,2.0,4.0,2,8,1,1
4,3.0,6.0,2,8,3,1
4,1.0,2.0,2,8,0,1
4,1.0,2.0,2,9,1,2
4,1.0,2.0,2,9,1,0
4,1.0,2.0,2,9,6,1
4,1.0,2.0,2,9,0,1
4,1.0,2.0,2,9,2,1
4,3.0,6.0,2,9,4,2
4,1.0,2.0,2,9,2,1
4,3.0,6.0,2,9,4,2
4,2.0,4.0,2,9,4,1
4,1.0,2.0,2,9,2,1
4,3.0,6.0,2,10,3,2
4,1.0,2.0,2,10,3,1
4,2.0,4.0,2,10,4,1
4,1.0,2.0,2,10,4,1
4,5.0,16.0,2,10,4,2
4,2.0,4.0,2,10,4,2
4,2.0,4.0,2,10,5,2
4,3.0,6.0,2,10,1,1
4,5.0,10.0,2,10,1,2
4,2.0,4.0,2,10,1,1
4,1.0,2.0,2,10,1,0
4,4.0,8.0,2,10,2,2
4,3.0,6.0,2,10,4,2
4,7.0,19.0,2,10,6,2
4,2.0,4.0,2,10,0,1
4,2.0,4.0,2,10,4,1
4,1.0,2.0,2,10,4,1
4,2.0,4.0,2,10,5,2
4,1.0,2.0,2,10,5,1
4,2.0,4.0,2,10,5,1
4,2.0,4.0,2,11,6,1
4,2.0,4.0,2,11,5,1
4,1.0,2.0,2,11,6,1
4,1.0,2.0,2,11,6,1
4,1.0,2.0,2,11,1,1
4,1.0,2.0,2,12,3,1
4,2.0,4.0,2,12,1,1
4,1.0,2.0,2,12,5,0
4,1.0,3.0,2,1,5,0
4,1.0,3.0,2,1,5,1
4,4.0,9.0,2,1,5,1
4,3.0,7.0,2,1,1,1
4,1.0,2.0,2,1,2,1
4,9.0,22.0,2,1,3,2
4,6.0,13.0,2,1,1,1
4,2.0,4.0,2,1,1,1
4,3.0,6.0,2,1,1,1
4,1.0,2.0,2,1,1,1
4,1.0,2.0,2,1,4,2
4,1.0,2.0,2,2,0,2
4,4.0,9.0,2,3,1,2
4,3.0,7.0,2,3,2,1
4,1.0,2.0,2,3,3,1
4,1.0,2.0,2,3,5,1
4,2.0,5.0,2,3,1,1
4,2.0,5.0,2,3,2,1
4,3.0,7.0,2,3,2,1
4,2.0,4.0,2,3,5,1
4,2.0,5.0,2,4,4,1
4,1.0,2.0,2,4,3,0
4,4.0,9.0,2,4,5,1
4,4.0,9.0,2,4,5,2
4,2.0,4.0,2,4,5,1
4,1.0,2.0,2,4,0,0
4,2.0,6.0,2,4,0,1
4,1.0,2.0,2,4,0,1
4,3.0,7.0,2,4,1,1
4,10.0,33.0,2,4,2,2
4,4.0,10.0,2,4,3,1
4,1.0,2.0,2,4,3,0
4,1.0,3.0,2,5,2,0
4,2.0,5.0,2,5,4,0
4,2.0,4.0,2,5,0,0
4,1.0,2.0,2,6,0,1
4,1.0,2.0,2,6,0,0
4,2.0,6.0,2,6,2,1
4,2.0,4.0,2,6,4,1
4,1.0,2.0,2,6,0,0
4,2.0,4.0,2,6,3,0
4,2.0,7.0,2,6,3,1
4,1.0,2.0,2,6,4,0
4,1.0,2.0,2,6,1,0
4,1.0,2.0,2,6,2,0
4,1.0,2.0,2,6,6,0
4,2.0,4.0,2,7,5,0
4,1.0,3.0,2,7,2,0
4,4.0,8.0,2,7,4,1
4,2.0,7.0,2,7,5,0
4,5.0,15.0,2,7,1,0
4,1.0,2.0,2,7,1,0
4,7.0,16.0,2,7,3,2
4,15.0,74.0,2,7,3,2
4,2.0,5.0,2,7,4,0
4,2.0,4.0,2,7,5,1
4,2.0,4.0,2,7,5,1
4,2.0,5.0,2,7,0,0
4,1.0,2.0,2,7,1,1
4,1.0,2.0,2,7,4,0
4,11.0,32.0,2,8,1,2
4,1.0,2.0,2,8,1,0
4,0.0,0.0,2,8,1,0
4,4.0,8.0,2,8,1,1
4,3.0,6.0,2,8,2,0
4,0.0,15.0,2,8,2,1
4,2.0,4.0,2,8,2,1
4,3.0,7.0,2,8,2,1
4,0.0,0.0,2,8,4,0
4,3.0,7.0,2,8,4,0
4,2.0,4.0,2,9,6,1
4,3.0,6.0,2,9,0,1
4,1.0,2.0,2,9,6,1
4,1.0,3.0,2,9,6,0
4,1.0,2.0,2,9,6,1
4,2.0,4.0,2,10,4,0
4,1.0,3.0,2,10,2,0
4,3.0,6.0,2,10,2,0
4,0.0,2.0,2,10,4,1
4,1.0,2.0,2,10,2,0
4,1.0,2.0,2,10,2,0
4,2.0,4.0,2,10,3,1
4,1.0,2.0,2,10,3,1
4,1.0,3.0,2,10,5,1
4,2.0,5.0,2,11,2,1
4,4.0,8.0,2,11,2,1
4,2.0,4.0,2,11,3,1
4,1.0,2.0,2,11,4,0
4,1.0,3.0,2,11,6,1
4,1.0,2.0,2,11,0,1
4,1.0,2.0,2,11,1,1
4,2.0,4.0,2,11,2,1
4,2.0,4.0,2,11,2,1
4,3.0,6.0,2,11,4,1
4,2.0,5.0,2,11,5,1
4,1.0,2.0,2,12,3,1
4,1.0,2.0,2,12,1,1
4,1.0,2.0,2,12,2,1
4,2.0,4.0,2,12,4,1
4,2.0,2.0,2,12,6,0
4,2.0,4.0,2,12,6,1
4,1.0,2.0,2,12,1,0
4,1.0,2.0,2,12,2,1
4,1.0,3.0,2,12,3,1
4,1.0,2.0,2,12,4,1
4,1.0,2.0,2,12,5,1
4,1.0,2.0,2,12,5,1
4,1.0,4.0,2,12,6,1
4,2.0,4.0,2,12,2,1
4,1.0,2.0,2,12,3,0
4,2.0,6.0,2,1,5,1
4,2.0,4.0,2,1,4,1
4,4.0,7.0,2,2,6,2
4,3.0,7.0,2,3,0,1
4,2.0,4.0,2,3,4,2
4,2.0,6.0,2,4,1,0
4,1.0,2.0,2,4,6,0
4,1.0,3.0,2,4,0,0
4,4.0,8.0,2,4,1,2
4,1.0,2.0,2,4,1,1
4,3.0,7.0,2,5,3,0
4,1.0,3.0,2,6,2,0
4,13.0,53.0,2,7,4,2
4,1.0,3.0,2,8,0,1
4,2.0,4.0,2,9,0,1
4,1.0,2.0,2,10,4,1
4,2.0,4.0,2,10,4,1
4,2.0,6.0,2,11,4,1
4,0.0,7.0,2,11,5,1
4,3.0,6.0,2,12,3,0
4,6.0,12.0,2,12,2,1
4,8.0,26.0,2,2,4,2
4,1.0,4.0,2,2,4,1
4,1.0,2.0,2,2,5,0
4,2.0,6.0,2,4,4,2
4,2.0,6.0,2,4,5,1
4,3.0,8.0,2,7,1,0
4,2.0,5.0,2,8,5,0
4,3.0,7.0,2,8,6,1
4,14.0,38.0,2,8,4,2
4,2.0,5.0,2,8,2,0
4,19.0,46.0,2,8,5,2
4,1.0,3.0,2,8,5,0
4,1.0,3.0,2,9,1,1
4,1.0,2.0,2,10,4,1
4,2.0,5.0,2,1,3,2
4,1.0,2.0,2,1,4,1
4,1.0,2.0,2,1,5,1
4,1.0,2.0,2,1,0,1
4,1.0,2.0,2,1,0,1
4,1.0,3.0,2,1,3,1
4,1.0,2.0,2,1,4,1
4,1.0,2.0,2,1,4,2
4,1.0,2.0,2,1,6,1
4,2.0,5.0,2,1,0,2
4,2.0,4.0,2,1,0,1
4,1.0,2.0,2,1,0,1
4,1.0,2.0,2,1,0,1
4,1.0,2.0,2,1,0,1
4,2.0,4.0,2,1,1,1
4,1.0,2.0,2,1,1,1
4,2.0,4.0,2,1,1,1
4,2.0,4.0,2,1,2,1
4,1.0,2.0,2,1,2,1
4,1.0,2.0,2,1,3,1
4,1.0,2.0,2,1,4,1
4,2.0,5.0,2,1,4,1
4,1.0,2.0,2,1,1,1
4,1.0,3.0,2,1,3,1
4,1.0,2.0,2,2,4,1
4,1.0,2.0,2,2,6,1
4,1.0,2.0,2,2,1,1
4,2.0,4.0,2,2,2,1
4,1.0,2.0,2,2,3,1
4,1.0,3.0,2,2,4,0
4,1.0,3.0,2,2,5,1
4,1.0,3.0,2,3,0,0
4,2.0,4.0,2,3,0,1
4,1.0,2.0,2,3,5,1
4,1.0,2.0,2,3,5,1
4,4.0,9.0,2,3,5,2
4,2.0,4.0,2,3,5,2
4,1.0,2.0,2,4,4,1
4,1.0,2.0,2,4,5,1
4,1.0,2.0,2,4,6,1
4,1.0,3.0,2,4,2,2
4,1.0,3.0,2,4,4,1
4,1.0,2.0,2,4,5,1
4,3.0,6.0,2,4,6,1
4,1.0,3.0,2,4,0,0
4,2.0,4.0,2,4,2,1
4,2.0,5.0,2,4,1,2
4,3.0,8.0,2,4,3,1
4,2.0,4.0,2,5,4,1
4,1.0,2.0,2,5,5,1
4,1.0,2.0,2,5,6,0
4,1.0,2.0,2,5,4,0
4,2.0,4.0,2,5,6,2
4,1.0,4.0,2,5,6,1
4,1.0,2.0,2,5,6,1
4,1.0,2.0,2,5,6,1
4,4.0,9.0,2,5,0,2
4,1.0,2.0,2,5,5,1
4,2.0,5.0,2,5,5,1
4,1.0,2.0,2,5,5,0
4,1.0,2.0,2,5,6,1
4,3.0,5.0,2,5,6,1
